BKCLASS,CB,CERT,CITY,EDEPDOM,EDEPFOR,EFFDATE,EFREPP,EINTEXP,ELNATR,EOTHINT,ESTYMD,FDICDBS,FDICSUPV,FED,FLDOFF,ID,INSAGNT1,INSDATE,MUTUAL,NAMEFULL,NAMEHCR,NIM,OCCDIST,OFFDOM,OFFOA,PARCERT,REGAGNT,REPDTE,RSSDHCR,SPECGRP,STALP,SUBCHAPS,TRUST,ZIP
NM,1.0,10463,MIDDLETOWN,250.0,0.0,2022-08-31,0.0,275.0,272.0,25.0,1917-06-05,9,9,7,SPRINGFIELD IL,10463_20250930,DIF,1934-01-01,0,MIDDLETOWN STATE BANK,LONGVIEW CAPITAL CORP,836.0,3,3,0,0,FDIC,2025-09-30,1204618.0,8,IL,0,0,62666
NM,1.0,10464,ONARGA,483.0,0.0,2022-08-31,0.0,483.0,668.0,0.0,1918-01-01,9,9,7,CHAMPAIGN,10464_20250930,DIF,1934-01-01,0,FEDERATED BANK,LONGVIEW CAPITAL CORP,2579.0,3,5,0,0,FDIC,2025-09-30,1204618.0,2,IL,0,1,60955
NM,1.0,10467,GIFFORD,1005.0,0.0,2022-08-31,0.0,1005.0,-225.0,0.0,1885-01-01,9,9,7,CHAMPAIGN,10467_20250930,DIF,1934-01-01,0,THE GIFFORD STATE BANK,GIFFORD BCORP EMPLOYEE STK OWNERSHIP PLAN,6635.0,3,4,0,0,FDIC,2025-09-30,1916920.0,2,IL,1,1,61847
NM,1.0,10469,HUTSONVILLE,661.0,0.0,2021-08-29,0.0,661.0,0.0,0.0,1920-12-20,9,9,8,MOUNT VERNON,10469_20250930,DIF,1934-01-01,0,FARMERS & MERCHANTS BANK OF HUTSONVILLE,HUTSONVILLE BANC CORP,1273.0,3,1,0,0,FDIC,2025-09-30,1096390.0,8,IL,1,0,62433
SM,1.0,10471,CAMP GROVE,1147.0,0.0,2021-08-29,1.0,1401.0,0.0,253.0,1902-01-01,9,9,7,PRINCETON,10471_20250930,DIF,1934-01-01,0,CAMP GROVE STATE BANK,KATZ BCORP LLC,1164.0,3,1,0,0,FED,2025-09-30,5454279.0,2,IL,0,0,61424
NM,1.0,10473,LEWISTOWN,2039.0,0.0,2025-08-05,0.0,2105.0,118.0,66.0,1902-09-11,9,9,7,SPRINGFIELD IL,10473_20250930,DIF,1934-01-01,0,IPAVA STATE BANK,ISB BANCSHARES INC,5575.0,3,7,0,0,FDIC,2025-09-30,2067771.0,2,IL,1,1,61542
NM,1.0,10474,LENA,5576.0,0.0,2023-01-20,2.0,5592.0,735.0,14.0,1880-01-01,9,9,7,PRINCETON,10474_20250930,DIF,1934-01-01,0,CITIZENS STATE BANK,FIRST LENA CORP,11099.0,3,5,0,0,FDIC,2025-09-30,1208148.0,2,IL,1,1,61048
NM,1.0,1047,LITCHFIELD,7620.0,0.0,2024-05-24,184.0,8114.0,237.0,310.0,1902-09-01,9,9,8,SPRINGFIELD IL,1047_20250930,DIF,1934-01-01,0,BANK & TRUST COMPANY,LBT BANCSHARES INC,15355.0,3,11,0,0,FDIC,2025-09-30,1099195.0,4,IL,0,1,62056
NM,1.0,10492,IOWA CITY,1233.0,0.0,2024-06-30,12.0,1358.0,0.0,113.0,1901-09-25,11,11,7,CEDAR RAPIDS,10492_20250930,DIF,1934-01-01,0,FARMERS AND MERCHANTS SAVINGS BANK,COUNTRY BCORP,2837.0,4,4,0,0,FDIC,2025-09-30,1203910.0,4,IA,0,1,52246
NM,1.0,10494,MOUNT VERNON,2619.0,0.0,2024-06-30,0.0,2945.0,60.0,326.0,1884-01-01,11,11,7,CEDAR RAPIDS,10494_20250930,DIF,1934-01-01,0,MOUNT VERNON BANK AND TRUST COMPANY,MOUNT VERNON BCORP,3679.0,4,1,0,0,FDIC,2025-09-30,1140912.0,8,IA,0,1,52314
NM,1.0,10497,SAC CITY,3245.0,0.0,2024-06-30,2.0,3296.0,27.0,49.0,1926-03-29,11,11,7,SIOUX CITY,10497_20250930,DIF,1934-01-01,0,IOWA STATE BANK,SAC CITY LTD,4770.0,4,3,0,0,FDIC,2025-09-30,1203488.0,2,IA,1,1,50583
N,1.0,1049,STEELEVILLE,2353.0,0.0,2022-08-31,286.0,2701.0,29.0,62.0,1902-11-01,9,9,8,MOUNT VERNON,1049_20250930,DIF,1934-01-01,0,FIRST NATIONAL BANK OF STEELEVILLE,STEELEVILLE BANCSHARES INC,6801.0,3,3,0,0,OCC,2025-09-30,1099627.0,8,IL,1,0,62288
NM,1.0,10500,WEVER,1715.0,0.0,2024-06-30,0.0,1980.0,0.0,265.0,1908-10-09,11,11,7,CEDAR RAPIDS,10500_20250930,DIF,1934-01-01,0,FARMERS SAVINGS BANK,FSB BCORP,2680.0,4,3,0,0,FDIC,2025-09-30,1889846.0,2,IA,1,1,52658
SM,1.0,10503,NESS CITY,1026.0,0.0,2022-08-31,0.0,1026.0,12.0,0.0,1916-01-01,11,11,10,HAYS,10503_20250930,DIF,1934-01-01,0,THE FIRST STATE BANK,BEUTLER INC,1649.0,4,1,0,0,FED,2025-09-30,1059591.0,2,KS,1,0,67560
NM,1.0,10505,OTTAWA,2128.0,0.0,2022-08-31,28.0,2156.0,73.0,0.0,1917-11-20,11,11,10,KANSAS CITY,10505_20250930,DIF,1934-01-01,0,THE KANSAS STATE BANK,Unknown,4316.0,4,3,0,0,FDIC,2025-09-30,0.0,8,KS,1,1,66067
NM,1.0,10520,MOREHEAD,841.0,0.0,2022-08-31,380.0,1221.0,180.0,0.0,1928-09-28,9,9,4,LEXINGTON,10520_20250930,DIF,1934-01-01,0,THE CITIZENS BANK,CITIZENS BCORP MOREHEAD INC,7404.0,3,5,0,0,FDIC,2025-09-30,1071865.0,8,KY,1,0,40351
NM,1.0,10523,CROWLEY,2167.0,0.0,2022-08-31,9.0,2176.0,0.0,0.0,1926-01-01,13,13,6,BATON ROUGE,10523_20250930,DIF,1934-01-01,0,BANK OF COMMERCE & TRUST CO.,Unknown,5724.0,5,5,0,0,FDIC,2025-09-30,0.0,2,LA,0,1,70526
NM,1.0,10528,NATCHITOCHES,822.0,0.0,2022-08-31,0.0,822.0,0.0,0.0,1892-09-28,13,13,11,SHREVEPORT,10528_20250930,DIF,1934-01-01,0,"EXCHANGE BANK AND TRUST COMPANY, NATCHITOCHES, LOUISIANA",EXCHANGE BANCSHARES INC,6120.0,5,4,0,0,FDIC,2025-09-30,1106525.0,5,LA,1,0,71457
NM,1.0,10531,WINNSBORO,5958.0,0.0,2022-08-31,0.0,5958.0,270.0,0.0,1918-01-01,13,13,11,SHREVEPORT,10531_20250930,DIF,1934-01-01,0,CITIZENS PROGRESSIVE BANK,CALDWELL HOLDING CO,8252.0,5,6,0,0,FDIC,2025-09-30,1108985.0,2,LA,1,0,71295
NM,1.0,10532,JONESVILLE,3639.0,0.0,2022-08-31,0.0,3639.0,475.0,0.0,1907-10-05,13,13,11,SHREVEPORT,10532_20250930,DIF,1934-01-01,0,CLB THE COMMUNITY BANK,CATAHOULA HOLDING CO,10544.0,5,7,0,0,FDIC,2025-09-30,1109722.0,4,LA,1,0,71343
NM,1.0,10533,WINNSBORO,6318.0,0.0,2022-08-31,0.0,6415.0,349.0,97.0,1902-09-02,13,13,11,SHREVEPORT,10533_20250930,DIF,1934-01-01,0,WINNSBORO STATE BANK & TRUST COMPANY,WINNSBORO BANCSHARES INC,11252.0,5,5,0,0,FDIC,2025-09-30,1107081.0,2,LA,1,0,71295
NM,1.0,10561,HARTLAND,2678.0,0.0,2024-06-30,0.0,2926.0,201.0,248.0,1912-02-19,11,11,9,MINNEAPOLIS,10561_20250930,DIF,1934-01-01,0,ARCADIAN BANK,MINNESOTA CMTY BANCSHARES INC,6784.0,3,3,0,0,FDIC,2025-09-30,4523440.0,2,MN,1,0,56042
NM,1.0,10567,NEW LONDON,254.0,0.0,2022-08-31,0.0,254.0,85.0,0.0,1890-05-05,11,11,9,MANKATO,10567_20250930,DIF,1934-01-01,0,UNITED MINNESOTA BANK,CARLSON BANKSHARES INC,1720.0,3,1,0,0,FDIC,2025-09-30,1128451.0,8,MN,0,0,56273
NM,1.0,10571,ALPHA,665.0,0.0,2022-08-31,0.0,687.0,25.0,22.0,1911-08-01,11,11,9,MANKATO,10571_20250930,DIF,1934-01-01,0,FARMERS AND MERCHANTS STATE BANK OF ALPHA,Unknown,1155.0,3,1,0,0,FDIC,2025-09-30,0.0,2,MN,0,0,56111
NM,1.0,10576,HARMONY,1233.0,0.0,2024-06-30,836.0,2092.0,174.0,23.0,1893-03-15,11,11,9,MINNEAPOLIS,10576_20250930,DIF,1934-01-01,0,FIRST SOUTHEAST BANK,FIRST SOUTHEASTERN BANC GROUP,3890.0,3,3,0,0,FDIC,2025-09-30,1137510.0,2,MN,1,0,55939
SM,1.0,1058,LEMAY,43705.0,0.0,2022-08-31,345.0,44975.0,4318.0,925.0,1906-03-01,11,11,8,ST. LOUIS,1058_20250930,DIF,1934-01-01,0,MIDWEST BANKCENTRE,STUPP BROS INC,72440.0,4,18,0,0,FED,2025-09-30,1094556.0,4,MO,0,1,63125
NM,1.0,10594,MEADVILLE,3447.0,0.0,2022-08-31,0.0,3491.0,123.0,44.0,1912-01-12,13,13,6,JACKSON MS,10594_20250930,DIF,1934-01-01,0,BANK OF FRANKLIN,FRANKLIN BANCSHARES INC,8202.0,5,5,0,0,FDIC,2025-09-30,3674215.0,4,MS,0,1,39653
NM,1.0,10595,BUTLER,3054.0,0.0,2022-08-31,0.0,3054.0,75.0,0.0,1932-01-01,11,11,10,KANSAS CITY,10595_20250930,DIF,1934-01-01,0,COMMUNITY FIRST BANK,COMMUNITY FIRST BANCSHARES INC,8444.0,4,4,0,0,FDIC,2025-09-30,2587411.0,2,MO,1,0,64730
NM,1.0,10597,ORRICK,2538.0,0.0,2024-10-04,0.0,2538.0,45826.0,0.0,1902-07-02,11,11,10,KANSAS CITY,10597_20250930,DIF,1934-01-01,0,TBO BANK,NORTHEAST KS BANCSHARES INC,154041.0,4,1,0,0,FDIC,2025-09-30,2562650.0,6,MO,0,0,64077
SM,1.0,105,CAVE CITY,2599.0,0.0,2022-08-31,0.0,2852.0,9.0,253.0,1906-07-01,13,13,8,LITTLE ROCK,105_20250930,DIF,1934-01-01,0,BANK OF CAVE CITY,SHARP BANCSHARES INC,5511.0,5,5,0,0,FED,2025-09-30,1099663.0,2,AR,1,1,72521
NM,1.0,10608,MINERAL POINT,8169.0,0.0,2022-08-31,0.0,8178.0,1088.0,9.0,1901-01-01,11,11,8,ST. LOUIS,10608_20250930,DIF,1934-01-01,0,UNICO BANK,WASHCO BANCSHARES INC,15177.0,4,15,0,0,FDIC,2025-09-30,1119525.0,4,MO,1,0,63660
NM,1.0,1060,MARSHALL,21685.0,0.0,2024-06-30,0.0,21685.0,530.0,0.0,1874-02-12,11,11,10,COLUMBIA MO,1060_20250930,DIF,1934-01-01,0,WOOD & HUSTON BANK,WOOD&HUSTON BCORP INC,30819.0,4,12,0,0,FDIC,2025-09-30,1058558.0,4,MO,1,1,65340
NM,1.0,10618,BETHANY,14861.0,0.0,2022-10-07,25.0,22399.0,2000.0,7513.0,1919-09-19,11,11,10,KANSAS CITY,10618_20250930,DIF,1934-01-01,0,BTC BANK,BETHANY BANKSHARES INC,43883.0,4,24,0,0,FDIC,2025-09-30,1905009.0,2,MO,0,1,64424
NM,1.0,10619,JEFFERSON CITY,19880.0,0.0,2024-06-30,2.0,21502.0,-176.0,1620.0,1911-01-01,11,11,8,COLUMBIA MO,10619_20250930,DIF,1934-01-01,0,HAWTHORN BANK,HAWTHORN BANCSHARES INC,50791.0,4,19,0,0,FDIC,2025-09-30,2038409.0,4,MO,0,1,65101
NM,1.0,10623,CONCORDIA,1504.0,0.0,2022-08-31,0.0,1504.0,96.0,0.0,1884-07-28,11,11,10,KANSAS CITY,10623_20250930,DIF,1934-01-01,0,STATE BANK OF MISSOURI,C S BANCSHARES INC,3661.0,4,4,0,0,FDIC,2025-09-30,1138786.0,8,MO,0,0,64020
NM,1.0,10626,NEW CAMBRIA,84.0,0.0,2024-06-30,0.0,84.0,0.0,0.0,1933-03-18,11,11,8,COLUMBIA MO,10626_20250930,DIF,1934-01-01,0,BANK OF NEW CAMBRIA,Unknown,930.0,4,2,0,0,FDIC,2025-09-30,0.0,2,MO,0,0,63558
NM,1.0,10628,ROTHVILLE,850.0,0.0,2024-06-30,0.0,979.0,34.0,129.0,1904-01-08,11,11,10,COLUMBIA MO,10628_20250930,DIF,1934-01-01,0,PREFERRED BANK,BOR BCORP,3293.0,4,5,0,0,FDIC,2025-09-30,3468209.0,2,MO,1,0,64676
NM,0.0,10634,LINCOLN,117463.0,0.0,2024-06-30,1086.0,123155.0,3743.0,4606.0,1880-01-01,11,11,10,OMAHA,10634_20250930,DIF,1934-01-01,0,PINNACLE BANK,PINNACLE BCORP INC,176190.0,4,72,0,0,FDIC,2025-09-30,1053272.0,4,NE,0,1,68508
NM,1.0,10635,STEINAUER,195.0,0.0,2024-06-30,0.0,195.0,0.0,0.0,1888-06-28,11,11,10,OMAHA,10635_20250930,DIF,1934-01-01,0,THE BANK OF STEINAUER,STEINAUER BCORP,684.0,4,1,0,0,FDIC,2025-09-30,2847665.0,2,NE,0,1,68441
NM,1.0,10637,CAMBRIDGE,2065.0,0.0,2024-06-30,0.0,2185.0,640.0,120.0,1907-06-15,11,11,10,GRAND ISLAND,10637_20250930,DIF,1934-01-01,0,FIRST CENTRAL BANK,CENTRAL BANCSHARES INC,4273.0,4,3,0,0,FDIC,2025-09-30,1050495.0,2,NE,0,0,69022
NM,1.0,10639,GOTHENBURG,5284.0,0.0,2024-06-30,0.0,5719.0,555.0,435.0,1902-05-01,11,11,10,GRAND ISLAND,10639_20250930,DIF,1934-01-01,0,FLATWATER BANK,WILLIAMS FINANCIAL CORP,8370.0,4,3,0,0,FDIC,2025-09-30,1053311.0,2,NE,1,1,69138
NM,1.0,10641,EAGLE,7666.0,0.0,2025-05-23,0.0,7945.0,239.0,279.0,1884-09-01,11,11,10,OMAHA,10641_20250930,DIF,1934-01-01,0,RIVERSTONE BANK,TRI VALLEY BANCSHARES INC,16030.0,4,9,0,0,FDIC,2025-09-30,3952940.0,4,NE,1,0,68347
NM,1.0,10643,OMAHA,16616.0,0.0,2024-06-30,24.0,17495.0,1324.0,855.0,1915-02-05,11,11,10,OMAHA,10643_20250930,DIF,1934-01-01,0,DUNDEE BANK,DUNDEE BANCO INC,20937.0,4,4,0,0,FDIC,2025-09-30,2332620.0,4,NE,1,0,68132
SM,1.0,10647,ELMWOOD,634.0,0.0,2024-06-30,3.0,746.0,50.0,109.0,1889-07-13,11,11,10,OMAHA,10647_20250930,DIF,1934-01-01,0,AMERICAN EXCHANGE BANK,AMERICAN EXCHANGE CO,2201.0,4,2,0,0,FED,2025-09-30,1061950.0,2,NE,1,0,68349
SM,1.0,10663,ANDOVER,4275.0,0.0,2022-08-31,0.0,4363.0,0.0,88.0,1884-11-01,9,9,4,COLUMBUS,10663_20250930,DIF,1934-01-01,0,THE ANDOVER BANK,ANDOVER BCORP INC,12141.0,3,10,0,0,FED,2025-09-30,1071913.0,5,OH,0,0,44003
SM,1.0,10667,BIXBY,24272.0,0.0,2022-08-31,0.0,27090.0,1650.0,2818.0,1924-01-26,13,13,10,OKLAHOMA CITY,10667_20250930,DIF,1934-01-01,0,MABREY BANK,MABREY BCORP INC,50356.0,5,16,0,0,FED,2025-09-30,2052777.0,4,OK,0,1,74008
NM,1.0,10672,SKIATOOK,1281.0,0.0,2022-08-31,0.0,1281.0,420.0,0.0,1930-06-01,13,13,10,OKLAHOMA CITY,10672_20250930,DIF,1934-01-01,0,THE EXCHANGE BANK,SKIATOOK BANCSHARES INC,4197.0,5,3,0,0,FDIC,2025-09-30,1133129.0,7,OK,0,0,74070
NM,1.0,10674,HYDRO,3037.0,0.0,2022-08-31,0.0,3037.0,32.0,0.0,1903-10-01,13,13,10,OKLAHOMA CITY,10674_20250930,DIF,1934-01-01,0,BANK OF HYDRO,HYDRO BANCSHARES INC,6545.0,5,4,0,0,FDIC,2025-09-30,1057168.0,4,OK,1,0,73048
NM,1.0,10677,JONESTOWN,9905.0,0.0,2022-08-31,0.0,12114.0,2283.0,2209.0,1873-01-01,2,2,3,HARRISBURG,10677_20250930,DIF,1934-01-01,0,"JONESTOWN BANK AND TRUST COMPANY, OF JONESTOWN, PENNSYLVANIA",JBT BCORP INC,26713.0,1,14,0,0,FDIC,2025-09-30,5557983.0,4,PA,0,1,17038
NM,1.0,10685,MIFFLINBURG,8729.0,0.0,2025-08-01,52.0,9860.0,4390.0,1079.0,1872-01-01,2,2,3,HARRISBURG,10685_20250930,DIF,1934-01-01,0,CENTRAL PENN BANK & TRUST,STEELE BCORP INC,19552.0,1,15,0,0,FDIC,2025-09-30,1137042.0,4,PA,0,1,17844
SM,1.0,1068,DES PERES,16191.0,0.0,2022-08-31,0.0,16191.0,660.0,0.0,1906-01-01,11,11,8,ST. LOUIS,1068_20250930,DIF,1934-01-01,0,CASS COMMERCIAL BANK,CASS INFORMATION SYSTEMS INC,39940.0,4,3,0,0,FED,2025-09-30,1098648.0,4,MO,0,1,63131
SM,1.0,10704,ABILENE,334.0,0.0,2024-08-08,-6.0,328.0,0.0,0.0,1903-06-03,13,13,11,DALLAS,10704_20250930,DIF,1934-01-01,0,AVANA BANK,ABILENE HOLDCO INC,1043.0,5,3,0,0,FED,2025-09-30,5530605.0,7,TX,0,0,79602
NM,1.0,10709,YOAKUM,4208.0,0.0,2022-08-31,0.0,4208.0,235.0,0.0,1931-01-01,13,13,11,AUSTIN,10709_20250930,DIF,1934-01-01,0,CROSSROADS BANK,FIRST ST BANCSHARES YOAKUM INC,9975.0,5,4,0,0,FDIC,2025-09-30,1107812.0,8,TX,1,1,77995
NM,1.0,10719,HALLETTSVILLE,6243.0,0.0,2022-08-31,0.0,6243.0,0.0,0.0,1929-01-18,13,13,11,AUSTIN,10719_20250930,DIF,1934-01-01,0,PEOPLES STATE BANK OF HALLETTSVILLE,BOZKA INVESTMENTS LTD,5597.0,5,1,0,0,FDIC,2025-09-30,3584293.0,2,TX,0,0,77964
SM,1.0,1073,ST. LOUIS,7201.0,0.0,2022-08-31,9.0,9738.0,-851.0,2528.0,1923-01-01,11,11,8,ST. LOUIS,1073_20250930,DIF,1934-01-01,0,LINDELL BANK & TRUST COMPANY,FIRST ILLINOIS BCORP INC,27545.0,4,15,0,0,FED,2025-09-30,1095889.0,4,MO,1,1,63139
NM,1.0,10741,INDEPENDENCE,810.0,0.0,2022-08-31,30.0,840.0,0.0,0.0,1897-01-01,9,9,9,EAU CLAIRE,10741_20250930,DIF,1934-01-01,0,INDEPENDENCE STATE BANK,NORTHERN FINANCIAL CORP,2720.0,3,3,0,0,FDIC,2025-09-30,1121724.0,2,WI,0,0,54747
SM,1.0,10788,OGLESBY,1802.0,0.0,2022-08-31,55.0,2386.0,72.0,529.0,1914-02-14,9,9,7,PRINCETON,10788_20250930,DIF,1934-01-01,0,ILLINI STATE BANK,ISB BCORP INC,3160.0,3,3,0,0,FED,2025-09-30,4361361.0,2,IL,1,0,61348
NM,1.0,10791,WINSLOW,3357.0,0.0,2022-08-31,0.0,4797.0,0.0,1440.0,1915-10-15,9,9,7,PRINCETON,10791_20250930,DIF,1934-01-01,0,COMMUNITY BANK,STATELINE CMTY BANCSHARES INC,5946.0,3,4,0,0,FDIC,2025-09-30,1975468.0,2,IL,1,0,61089
NM,1.0,10799,CAMPBELL HILL,1362.0,0.0,2022-08-31,0.0,1387.0,24.0,25.0,1921-01-01,9,9,8,MOUNT VERNON,10799_20250930,DIF,1934-01-01,0,FIRST STATE BANK OF CAMPBELL HILL,CAMPBELL HILL BANCSHARES INC,4543.0,3,3,0,0,FDIC,2025-09-30,1427387.0,8,IL,0,0,62916
NM,1.0,107,CLARENDON,440.0,0.0,2022-08-31,1.0,441.0,10.0,0.0,1890-01-01,13,13,8,LITTLE ROCK,107_20250930,DIF,1934-01-01,0,THE MERCHANTS & PLANTERS BANK,CLARENDON HOLDING CO,1210.0,5,1,0,0,FDIC,2025-09-30,1099252.0,2,AR,0,0,72029
NM,1.0,10803,DEWEY,258.0,0.0,2022-08-31,0.0,258.0,4.0,0.0,1902-01-01,9,9,7,CHAMPAIGN,10803_20250930,DIF,1934-01-01,0,DEWEY BANK,ARTHUR R MURRAY INC,995.0,3,1,0,0,FDIC,2025-09-30,1201390.0,2,IL,1,0,61840
SM,1.0,10804,DU QUOIN,1510.0,0.0,2022-08-31,0.0,1618.0,22.0,108.0,1915-04-17,9,9,8,MOUNT VERNON,10804_20250930,DIF,1934-01-01,0,DU QUOIN STATE BANK,PERRY COUNTY BCORP INC,3257.0,3,5,0,0,FED,2025-09-30,1099748.0,7,IL,1,0,62832
NM,1.0,10809,VAN ORIN,382.0,0.0,2022-08-31,0.0,382.0,35.0,0.0,1919-12-26,9,9,7,PRINCETON,10809_20250930,DIF,1934-01-01,0,FIRST STATE BANK OF VAN ORIN,VAN ORIN BCORP INC,827.0,3,2,0,0,FDIC,2025-09-30,2795140.0,2,IL,1,0,61374
NM,1.0,10816,GRAND CHAIN,172.0,0.0,2022-08-31,0.0,172.0,-55.0,0.0,1902-01-01,9,9,8,MOUNT VERNON,10816_20250930,DIF,1934-01-01,0,GRAND RIVERS COMMUNITY BANK,MAIN STREET BANCSHARES INC,526.0,3,2,0,0,FDIC,2025-09-30,4625595.0,4,IL,0,0,62941
NM,1.0,10820,INDUSTRY,977.0,0.0,2022-08-31,0.0,977.0,0.0,0.0,1901-03-25,9,9,7,SPRINGFIELD IL,10820_20250930,DIF,1934-01-01,0,STATE BANK OF INDUSTRY,Unknown,1448.0,3,1,0,0,FDIC,2025-09-30,0.0,2,IL,1,0,61440
NM,1.0,10821,LOUISVILLE,983.0,0.0,2022-08-31,9.0,992.0,33.0,0.0,1905-09-13,9,9,8,MOUNT VERNON,10821_20250930,DIF,1934-01-01,0,CLAY COUNTY STATE BANK,CLAY CNTY STATE BANCSHARES INC,2498.0,3,1,0,0,FDIC,2025-09-30,3390159.0,2,IL,1,1,62858
NM,1.0,10829,VIRGINIA,4307.0,0.0,2024-10-11,39.0,4346.0,475.0,0.0,1870-01-01,9,9,7,SPRINGFIELD IL,10829_20250930,DIF,1934-01-01,0,"PETEFISH, SKILES & CO.",PETEFISH SKILES BANCSHARES INC,14318.0,3,7,0,0,FDIC,2025-09-30,2728652.0,2,IL,1,1,62691
SM,1.0,10831,WATSEKA,3025.0,0.0,2022-08-31,0.0,3025.0,-173.0,0.0,1909-06-28,9,9,7,CHAMPAIGN,10831_20250930,DIF,1934-01-01,0,"THE FIRST TRUST AND SAVINGS BANK OF WATSEKA, ILLINOIS",FIRST TRUST HOLDINGS INC THE,8169.0,3,2,0,0,FED,2025-09-30,2251776.0,2,IL,0,1,60970
NM,1.0,10840,CAMPUS,95.0,0.0,2022-08-31,0.0,95.0,-5.0,0.0,1899-01-01,9,9,7,CHAMPAIGN,10840_20250930,DIF,1934-01-01,0,CAMPUS STATE BANK,Unknown,935.0,3,1,0,0,FDIC,2025-09-30,0.0,2,IL,0,0,60920
NM,1.0,10843,CHATSWORTH,470.0,0.0,2022-08-31,0.0,470.0,-84.0,0.0,1903-12-07,9,9,7,CHAMPAIGN,10843_20250930,DIF,1934-01-01,0,CITIZENS BANK OF CHATSWORTH,CBC FINANCIAL INC,969.0,3,2,0,0,FDIC,2025-09-30,5164626.0,4,IL,0,1,60921
N,1.0,10844,CHESTER,3054.0,0.0,2022-08-31,0.0,3445.0,225.0,391.0,1905-01-01,9,9,8,MOUNT VERNON,10844_20250930,DIF,1934-01-01,0,BUENA VISTA NATIONAL BANK,BUENA VISTA BCORP INC,8804.0,3,8,0,0,OCC,2025-09-30,1399578.0,4,IL,0,1,62233
NM,1.0,10845,CLAY CITY,3232.0,0.0,2025-03-21,0.0,3232.0,76.0,0.0,1892-07-05,9,9,8,MOUNT VERNON,10845_20250930,DIF,1934-01-01,0,THE CLAY CITY BANKING CO.,CLAY CITY BANK SHARES INC,5728.0,3,4,0,0,FDIC,2025-09-30,2576415.0,8,IL,0,0,62824
NM,1.0,10849,AVON,3101.0,0.0,2022-08-31,0.0,3119.0,0.0,18.0,1913-01-01,9,9,7,SPRINGFIELD IL,10849_20250930,DIF,1934-01-01,0,TOMPKINS STATE BANK,TOMPKINS BCORP INC,7187.0,3,4,0,0,FDIC,2025-09-30,1491388.0,2,IL,1,0,61415
NM,1.0,10853,ASHLAND,2313.0,0.0,2022-08-31,11.0,3062.0,565.0,738.0,1933-06-12,9,9,7,SPRINGFIELD IL,10853_20250930,DIF,1934-01-01,0,WEST CENTRAL BANK,WEST CENTRAL BANCSHARES INC,6794.0,3,6,0,0,FDIC,2025-09-30,1129944.0,4,IL,1,1,62612
NM,1.0,10855,BEMENT,1477.0,0.0,2022-08-31,3.0,1675.0,460.0,195.0,1914-01-17,9,9,7,CHAMPAIGN,10855_20250930,DIF,1934-01-01,0,STATE BANK OF BEMENT,BEMENT BANCSHARES INC,4941.0,3,4,0,0,FDIC,2025-09-30,1205923.0,2,IL,0,1,61813
NM,1.0,10858,ONEIDA,834.0,0.0,2022-08-31,0.0,834.0,8.0,0.0,1917-02-17,9,9,7,PRINCETON,10858_20250930,DIF,1934-01-01,0,ANDERSON STATE BANK,ANDERSON BCORP INC,2225.0,3,1,0,0,FDIC,2025-09-30,1210114.0,2,IL,1,0,61467
NM,1.0,10860,PINCKNEYVILLE,1425.0,0.0,2025-01-01,0.0,1425.0,0.0,0.0,1874-11-01,9,9,8,MOUNT VERNON,10860_20250930,DIF,1934-01-01,0,MURPHY-WALL STATE BANK AND TRUST COMPANY,MURPHY-WALL BCORP INC,6051.0,3,6,0,0,FDIC,2025-09-30,2232748.0,4,IL,0,0,62274
SM,1.0,1086,VERSAILLES,2495.0,0.0,2024-06-30,0.0,3848.0,8.0,1353.0,1882-01-01,11,11,10,COLUMBIA MO,1086_20250930,DIF,1934-01-01,0,THE BANK OF VERSAILLES,BOV HOLDING CO,9019.0,4,5,0,0,FED,2025-09-30,3643837.0,5,MO,0,0,65084
NM,1.0,10871,BEECHER CITY,1575.0,0.0,2022-08-31,0.0,1575.0,200.0,0.0,1910-01-01,9,9,8,MOUNT VERNON,10871_20250930,DIF,1934-01-01,0,FIRST STATE BANK OF BEECHER CITY,TRI-COUNTY BANCSHARES INC,3628.0,3,1,0,0,FDIC,2025-09-30,3122837.0,8,IL,1,0,62414
NM,1.0,10872,CHESTERFIELD,308.0,0.0,2022-08-31,0.0,308.0,0.0,0.0,1898-09-21,9,9,8,SPRINGFIELD IL,10872_20250930,DIF,1934-01-01,0,CHESTERFIELD STATE BANK,Unknown,558.0,3,1,0,0,FDIC,2025-09-30,0.0,2,IL,1,0,62630
NM,1.0,10878,WATERMAN,3132.0,0.0,2023-04-02,0.0,3132.0,170.0,0.0,1908-08-25,9,9,7,PRINCETON,10878_20250930,DIF,1934-01-01,0,WATERMAN BANK,WATERMAN ACQUISITION GROUP LLC,5221.0,3,3,0,0,FDIC,2025-09-30,5341249.0,4,IL,0,0,60556
NM,1.0,10883,GRIGGSVILLE,1582.0,0.0,2025-05-16,1.0,1606.0,126.0,23.0,1893-08-03,9,9,8,SPRINGFIELD IL,10883_20250930,DIF,1934-01-01,0,EAGLE VALLEY BANK,GRIGGSVILLE BANCSHARES INC,3344.0,3,5,0,0,FDIC,2025-09-30,2156835.0,2,IL,1,1,62340
