BKCLASS,CB,CERT,CITY,EFFDATE,ESTYMD,FDICDBS,FDICSUPV,FED,FLDOFF,ID,INSAGNT1,INSDATE,MUTUAL,NAAG,NAAGSM,NAASSET,NAAUTO,NACI,NACINUS,NACON,NACONOTH,NACRCD,NADEP,NADEPNUS,NAFG,NAGTY,NAGTYGNM,NAGTYPAR,NALNSALE,NALS,NAMEFULL,NAMEHCR,NAOTHLN,NARE,NAREAG,NARECNFM,NARECNOT,NARECONS,NAREFOR,NARELNDO,NARELOC,NAREMULT,NARENRES,NARENROT,NARENROW,NARENUS,NARERES,NARERSF2,NARERSFM,NASCDEBT,OCCDIST,OFFDOM,OFFOA,P3AG,P3AGSM,P3ASSET,P3AUTO,P3CI,P3CINUS,P3CON,P3CONOTH,P3CRCD,P3DEP,P3DEPNUS,P3FG,P3GTY,P3GTYGNM,P3GTYPAR,P3LNSALE,P3LS,P3OTHLN,P3RE,P3REAG,P3RECNFM,P3RECNOT,P3RECONS,P3REFOR,P3RELNDO,P3RELOC,P3REMULT,P3RENRES,P3RENROT,P3RENROW,P3RENUS,P3RERES,P3RERSF2,P3RERSFM,P3SCDEBT,P9AG,P9AGSM,P9ASSET,P9AUTO,P9CI,P9CINUS,P9CON,P9CONOTH,P9CRCD,P9DEP,P9DEPNUS,P9FG,P9GTY,P9GTYGNM,P9GTYPAR,P9LNSALE,P9LS,P9OTHLN,P9RE,P9REAG,P9RECNFM,P9RECNOT,P9RECONS,P9REFOR,P9RELNDO,P9RELOC,P9REMULT,P9RENRES,P9RENROT,P9RENROW,P9RENUS,P9RERES,P9RERSF2,P9RERSFM,P9SCDEBT,PARCERT,REGAGNT,REPDTE,RSSDHCR,SPECGRP,STALP,SUBCHAPS,TRUST,ZIP
N,1.0,17230,CHICAGO,2022-08-31,1953-06-27,9,9,7,CHICAGO,17230_20250930,DIF,1953-06-27,0,0.0,0.0,10212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ALBANY BANK AND TRUST COMPANY NATIONAL ASSOCIATION,ALBANK CORP,0.0,10212.0,0.0,0.0,0.0,0.0,0.0,10212,0.0,0.0,9512.0,9512.0,0.0,0.0,700.0,0.0,700.0,0.0,3,4,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,OCC,2025-09-30,1208933.0,4,IL,0,1,60625
NM,1.0,17232,SIDNEY,2022-10-09,1921-10-10,9,9,7,DETROIT,17232_20250930,DIF,1953-06-15,0,0.0,0.0,22,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SIDNEY STATE BANK,SIDNEY BCORP,0.0,12.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,3,3,0,0.0,0.0,685,16.0,0.0,0.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666.0,29.0,0.0,0.0,0.0,0.0,666,81.0,0.0,96.0,96.0,0.0,0.0,541.0,0.0,460.0,0.0,0.0,0.0,102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,102,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,FDIC,2025-09-30,3621497.0,5,MI,0,0,48885
NM,1.0,17241,HENNEPIN,2022-08-31,1946-12-07,9,9,7,PRINCETON,17241_20250930,DIF,1953-06-23,0,0.0,0.0,23,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORTH CENTRAL BANK,PUTNAM COUNTY BCORP INC,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,2,0,0.0,0.0,400,18.0,26.0,0.0,101.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.0,0.0,0.0,0.0,0.0,0.0,273,0.0,0.0,229.0,7.0,222.0,0.0,44.0,0.0,44.0,0.0,0.0,0.0,15,7.0,0.0,0.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,FDIC,2025-09-30,1136492.0,2,IL,1,0,61327
SM,1.0,17259,SAINT ANSGAR,2024-06-30,1891-03-28,11,11,7,DES MOINES,17259_20250930,DIF,1953-09-01,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ST. ANSGAR STATE BANK,ST ANSGAR BCORP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,0,0.0,280.0,288,5.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,582.0,1968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,582.0,1386.0,1370.0,0.0,0.0,0.0,0.0,1386,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0,0,FED,2025-09-30,1208728.0,2,IA,1,1,50472
SI,1.0,17262,ESSEX,2022-08-31,1851-08-06,2,2,1,WINDSOR,17262_20250930,DIF,1953-10-02,1,0.0,0.0,5096,0.0,2813.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ESSEX SAVINGS BANK,Unknown,0.0,2283.0,0.0,0.0,0.0,0.0,0.0,2283,0.0,0.0,1962.0,0.0,1962.0,0.0,321.0,0.0,321.0,0.0,1,8,0,0.0,0.0,434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,0.0,0.0,0.0,0.0,0.0,434,0.0,0.0,434.0,0.0,434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,FDIC,2025-09-30,0.0,4,CT,0,1,06426
NM,0.0,17266,ROSEBURG,2025-09-01,1953-11-09,14,14,12,PORTLAND,17266_20250930,DIF,1953-11-09,0,0.0,22341.0,120263,0.0,41227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36370.0,0.0,41225.0,0.0,1086.0,COLUMBIA BANK,COLUMBIA BANKING SYSTEM INC,22341.0,55609.0,470.0,0.0,424.0,424.0,0.0,55609,0.0,0.0,52957.0,37709.0,15248.0,0.0,1758.0,478.0,1280.0,0.0,4,383,0,0.0,2743.0,87305,121.0,39481.0,0.0,939.0,818.0,0.0,0.0,0.0,0.0,13378.0,0.0,14621.0,1616.0,1718.0,3082.0,42085.0,1622.0,0.0,0.0,0.0,0.0,42085,13345.0,0.0,12121.0,10278.0,1843.0,0.0,28342.0,450.0,14547.0,0.0,0.0,0.0,77503,6.0,4205.0,0.0,411.0,405.0,0.0,0.0,0.0,0.0,33336.0,2024.0,35360.0,732.0,271.0,0.0,72616.0,0.0,2015.0,0.0,2015.0,0.0,72616,7729.0,0.0,0.0,0.0,0.0,0.0,70601.0,0.0,62872.0,0.0,0,FDIC,2025-09-30,2078816.0,4,OR,0,1,97470
NM,1.0,17280,TIOGA,2024-06-30,1952-07-16,11,11,9,FARGO,17280_20250930,DIF,1953-12-07,0,0.0,0.0,544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,THE BANK OF TIOGA,TS BANKING GROUP INC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544.0,3,2,0,0.0,0.0,326,9.0,100.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,0.0,0.0,0.0,0.0,0.0,217,0.0,0.0,217.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1322.0,1322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1322.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,FDIC,2025-09-30,1207785.0,2,ND,0,0,58852
N,0.0,17281,LOS ANGELES,2023-11-17,1953-12-04,14,14,12,LOS ANGELES,17281_20250930,DIF,1953-12-04,0,0.0,0.0,294448,0.0,147600.0,0.0,7250.0,6985.0,265.0,0.0,0.0,0.0,3091.0,0.0,4220.0,0.0,1481.0,CITY NATIONAL BANK,ROYAL BANK OF CANADA,202.0,137915.0,0.0,0.0,0.0,0.0,0.0,137915,21010.0,5063.0,29499.0,12085.0,17414.0,0.0,103353.0,664.0,81679.0,0.0,4,71,0,0.0,0.0,300594,0.0,106953.0,4.0,2348.0,1822.0,526.0,62.0,62.0,0.0,86.0,0.0,111.0,0.0,6197.0,49940.0,135094.0,0.0,0.0,268.0,268.0,0.0,135094,225.0,281.0,83474.0,78414.0,5060.0,0.0,51071.0,0.0,50846.0,0.0,0.0,0.0,13473,0.0,10311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1187.0,13.0,1962.0,0.0,0.0,0.0,0.0,0.0,1962,0.0,0.0,0.0,0.0,0.0,0.0,1962.0,0.0,1962.0,0.0,0,OCC,2025-09-30,1232497.0,4,CA,0,1,90071
NM,1.0,17282,CEDAR RAPIDS,2024-06-30,1881-01-01,11,11,7,CEDAR RAPIDS,17282_20250930,DIF,1953-12-11,0,0.0,4.0,4271,0.0,242.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BANKIOWA,FIDELITY BAN CORP,4.0,3925.0,451.0,2673.0,0.0,2673.0,0.0,3925,0.0,0.0,0.0,0.0,0.0,0.0,801.0,153.0,648.0,0.0,4,13,0,0.0,113.0,889,0.0,461.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,312.0,0.0,416.0,0.0,0.0,113.0,297.0,0.0,0.0,0.0,0.0,0.0,297,59.0,0.0,0.0,0.0,0.0,0.0,297.0,11.0,227.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,FDIC,2025-09-30,1204337.0,2,IA,1,1,52402
NM,1.0,172,ZEBULON,2022-08-31,1905-01-31,5,5,6,ATLANTA,172_20250930,DIF,1934-01-01,0,0.0,0.0,4887,62.0,222.0,0.0,161.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNITED BANK,UNITED BK EMPLOYEE STK OWNERSHIP PLAN TR,0.0,4504.0,0.0,308.0,16.0,324.0,0.0,4504,54.0,328.0,2871.0,2648.0,223.0,0.0,981.0,0.0,927.0,0.0,5,18,0,0.0,0.0,4622,344.0,713.0,0.0,667.0,243.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3242.0,32.0,26.0,225.0,251.0,0.0,3242,955.0,123.0,325.0,95.0,230.0,0.0,2511.0,0.0,1556.0,0.0,0.0,0.0,272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.0,0.0,0.0,0.0,0.0,0.0,272,0.0,0.0,184.0,0.0,184.0,0.0,88.0,0.0,88.0,0.0,0,FDIC,2025-09-30,5937848.0,4,GA,0,1,30295
SM,1.0,17308,HONOLULU,2025-01-24,1954-02-15,14,14,12,SAN FRANCISCO,17308_20250930,DIF,1954-02-15,0,0.0,0.0,14319,172.0,357.0,0.0,430.0,258.0,0.0,0.0,0.0,0.0,8.0,0.0,17.0,0.0,0.0,CENTRAL PACIFIC BANK,CENTRAL PACIFIC FINANCIAL CORP,0.0,13532.0,0.0,0.0,0.0,0.0,0.0,13532,2119.0,0.0,0.0,0.0,0.0,3.0,13532.0,0.0,11413.0,0.0,4,27,0,0.0,0.0,9321,2463.0,1675.0,0.0,4781.0,2318.0,0.0,0.0,0.0,0.0,8.0,0.0,16.0,0.0,0.0,86.0,2779.0,0.0,0.0,0.0,0.0,0.0,2779,933.0,0.0,831.0,831.0,0.0,0.0,1948.0,0.0,1015.0,0.0,0.0,0.0,1508,0.0,0.0,0.0,349.0,349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1159.0,0.0,0.0,0.0,0.0,0.0,1159,0.0,0.0,0.0,0.0,0.0,0.0,1159.0,0.0,1159.0,0.0,0,FED,2025-09-30,1022764.0,4,HI,0,1,96813
NM,1.0,1730,GREENSBORO,2023-04-21,1904-03-07,5,5,6,SHELBY,1730_20250930,DIF,1934-01-01,0,0.0,0.0,489,92.0,7.0,0.0,155.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PEOPLES BANK OF GREENSBORO,GREENSBORO BANCSHARES INC,4.0,323.0,53.0,0.0,59.0,59.0,0.0,323,0.0,0.0,26.0,26.0,0.0,0.0,185.0,0.0,185.0,0.0,5,1,0,0.0,0.0,944,91.0,125.0,0.0,145.0,52.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,650.0,50.0,0.0,157.0,157.0,0.0,650,0.0,0.0,250.0,250.0,0.0,0.0,193.0,0.0,193.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,12.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,FDIC,2025-09-30,1086775.0,2,AL,1,0,36744
NM,1.0,17317,GARNETT,2022-08-31,1899-07-11,11,11,10,KANSAS CITY,17317_20250930,DIF,1954-04-12,0,0.0,148.0,5989,136.0,1968.0,0.0,864.0,728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GOPPERT STATE SERVICE BANK,GOPPERT FINANCIAL CORP,148.0,3009.0,0.0,104.0,0.0,104.0,0.0,3009,0.0,0.0,964.0,90.0,874.0,0.0,1941.0,0.0,1941.0,0.0,4,9,0,0.0,347.0,3025,102.0,77.0,0.0,429.0,327.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347.0,2172.0,507.0,0.0,0.0,0.0,0.0,2172,0.0,0.0,0.0,0.0,0.0,0.0,1665.0,0.0,1665.0,0.0,0.0,0.0,748,9.0,277.0,0.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457.0,0.0,0.0,0.0,0.0,0.0,457,0.0,0.0,0.0,0.0,0.0,0.0,457.0,0.0,457.0,0.0,0,FDIC,2025-09-30,1051380.0,2,KS,0,0,66032
NM,1.0,17320,PANA,2024-05-17,1954-05-01,9,9,7,SPRINGFIELD IL,17320_20250930,DIF,1954-05-01,0,0.0,0.0,4618,0.0,907.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1623.0,0.0,2242.0,0.0,0.0,PEOPLES BANK & TRUST,PEOPLE FIRST BANCSHARES INC,0.0,3711.0,13.0,0.0,0.0,0.0,0.0,3711,197.0,56.0,3267.0,0.0,3267.0,0.0,375.0,0.0,178.0,0.0,3,14,0,0.0,0.0,1759,23.0,1024.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,344.0,0.0,0.0,63.0,649.0,0.0,0.0,0.0,0.0,0.0,649,87.0,0.0,68.0,0.0,68.0,0.0,581.0,0.0,494.0,0.0,0.0,0.0,67,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,28.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,47,19.0,0.0,28.0,0.0,28.0,0.0,19.0,0.0,0.0,0.0,0,FDIC,2025-09-30,1209480.0,2,IL,0,1,62557
NM,1.0,17323,FARMINGTON,2022-08-31,1954-05-11,11,11,8,ST. LOUIS,17323_20250930,DIF,1954-05-11,0,0.0,735.0,19210,215.0,3327.0,0.0,343.0,128.0,0.0,0.0,0.0,0.0,217.0,0.0,290.0,0.0,0.0,FIRST STATE COMMUNITY BANK,FIRST STATE BANCSHARES INC,735.0,14805.0,2633.0,228.0,1562.0,1790.0,0.0,14805,678.0,0.0,4707.0,1831.0,2876.0,0.0,5675.0,218.0,4779.0,0.0,4,53,0,0.0,516.0,10721,427.0,1282.0,0.0,515.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,516.0,8408.0,1133.0,833.0,0.0,833.0,0.0,8408,67.0,0.0,1576.0,463.0,1113.0,0.0,4866.0,0.0,4799.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,FDIC,2025-09-30,1099917.0,4,MO,0,0,63640
NM,1.0,17327,DICKSON,2022-08-31,1954-05-26,13,13,6,NASHVILLE,17327_20250930,DIF,1954-05-26,0,0.0,0.0,1783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BANK OF DICKSON,DICKSON FINANCIAL CORP,0.0,1783.0,0.0,0.0,1666.0,1666.0,0.0,1783,0.0,0.0,117.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,0,0.0,0.0,34,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,30.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,FDIC,2025-09-30,1085899.0,5,TN,0,1,37055
NM,1.0,17348,SLATER,2024-06-30,1954-09-01,11,11,7,DES MOINES,17348_20250930,DIF,1954-09-01,0,0.0,0.0,2594,0.0,285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOUTH STORY BANK & TRUST,Unknown,112.0,2197.0,0.0,0.0,1097.0,1097.0,0.0,2197,284.0,0.0,367.0,0.0,367.0,0.0,733.0,0.0,449.0,0.0,4,6,0,0.0,0.0,5317,0.0,582.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,4692.0,1475.0,0.0,0.0,0.0,0.0,4692,117.0,0.0,1959.0,0.0,1959.0,0.0,1258.0,0.0,1141.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,FDIC,2025-09-30,0.0,4,IA,0,1,50244
NM,1.0,17350,SAN DIEGO,2022-08-31,1954-08-09,13,13,11,HOUSTON,17350_20250930,DIF,1954-08-09,0,0.0,0.0,288,0.0,66.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FIRST STATE BANK OF SAN DIEGO,SAN DIEGO BANCSHARES INC,0.0,217.0,0.0,0.0,0.0,0.0,0.0,217,0.0,0.0,217.0,0.0,217.0,0.0,0.0,0.0,0.0,0.0,5,1,0,0.0,0.0,1128,0.0,1099.0,0.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0,FDIC,2025-09-30,1832749.0,7,TX,1,0,78384
NM,1.0,1735,PIEDMONT,2022-08-31,1915-04-12,5,5,6,SHELBY,1735_20250930,DIF,1934-01-01,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FARMERS AND MERCHANTS BANK,F&M FINANCIAL CORP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,0,0.0,0.0,1208,77.0,255.0,0.0,132.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,821.0,0.0,0.0,0.0,0.0,0.0,821,194.0,0.0,442.0,0.0,442.0,0.0,379.0,0.0,185.0,0.0,0.0,0.0,207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,0.0,0.0,0.0,0.0,207,207.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,0.0,0.0,0,FDIC,2025-09-30,1137882.0,4,AL,0,0,36272
NM,1.0,17369,MULVANE,2022-08-31,1886-07-01,11,11,10,WICHITA,17369_20250930,DIF,1954-11-05,0,0.0,0.0,269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0,156.0,0.0,0.0,CARSON BANK,MULVANE BANKSHARES INC,0.0,269.0,0.0,0.0,0.0,0.0,0.0,269,0.0,0.0,156.0,0.0,156.0,0.0,113.0,0.0,113.0,0.0,4,4,0,0.0,0.0,902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,902.0,0.0,0.0,0.0,0.0,0.0,902,42.0,0.0,860.0,855.0,5.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,FDIC,2025-09-30,1061455.0,4,KS,0,0,67110
NM,1.0,17374,BALDWIN CITY,2022-08-31,1900-12-11,11,11,10,KANSAS CITY,17374_20250930,DIF,1954-12-16,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID-AMERICA BANK,MID-AMERICA BANKSHARES INC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,6,0,0.0,0.0,1873,29.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1844.0,323.0,0.0,64.0,64.0,0.0,1844,0.0,0.0,0.0,0.0,0.0,0.0,1457.0,1.0,1456.0,0.0,0.0,0.0,1628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1628.0,0.0,260.0,0.0,260.0,0.0,1628,0.0,0.0,0.0,0.0,0.0,0.0,1368.0,0.0,1368.0,0.0,0,FDIC,2025-09-30,2521059.0,8,KS,0,0,66006
NM,1.0,17375,MANKATO,2022-08-31,1887-11-01,11,11,10,HAYS,17375_20250930,DIF,1954-12-16,0,0.0,282.0,418,7.0,77.0,0.0,19.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,THE STATE EXCHANGE BANK,Unknown,282.0,40.0,0.0,0.0,0.0,0.0,0.0,40,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,40.0,0.0,4,1,0,0.0,14.0,195,0.0,147.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,0.0,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,FDIC,2025-09-30,0.0,2,KS,1,0,66956
NM,1.0,17388,MORGAN CITY,2022-08-31,1955-01-20,13,13,6,BATON ROUGE,17388_20250930,DIF,1955-01-20,0,0.0,0.0,3963,2.0,3277.0,0.0,12.0,10.0,0.0,0.0,0.0,0.0,1925.0,0.0,2138.0,0.0,0.0,M C BANK & TRUST COMPANY,M C BANCSHARES INC,0.0,674.0,0.0,0.0,0.0,0.0,0.0,674,0.0,0.0,0.0,0.0,0.0,0.0,674.0,0.0,674.0,0.0,5,10,0,0.0,0.0,2661,28.0,100.0,0.0,53.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2508.0,0.0,454.0,9.0,463.0,0.0,2508,0.0,0.0,1588.0,0.0,1588.0,0.0,457.0,98.0,359.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,FDIC,2025-09-30,1841732.0,4,LA,0,0,70380
