ASSET,BKCLASS,CB,CERT,CITY,DEP,EFFDATE,ESTYMD,FDICDBS,FDICSUPV,FED,FLDOFF,ICHBAL,ID,IFREPO,ILNDOM,ILNFOR,ILS,INSAGNT1,INSDATE,INTINC,IOTHII,ISC,ITRADE,MUTUAL,NAMEFULL,NAMEHCR,OCCDIST,OFFDOM,OFFOA,PARCERT,REGAGNT,REPDTE,RSSDHCR,SPECGRP,STALP,SUBCHAPS,TRUST,ZIP
6902904,SM,1.0,1040,EFFINGHAM,5610152,2024-09-30,1881-01-01,9,9,8,MOUNT VERNON,2257.0,1040_20250930,26.0,225553.0,0.0,17566.0,DIF,1934-01-01,295772.0,2056.0,48314.0,0.0,0,MIDLAND STATES BANK,MIDLAND STATES BCORP INC,3,60,0,0,FED,2025-09-30,1491351.0,4,IL,0,1,62401
307974,NM,1.0,10434,GRAYMONT,268231,2022-08-31,1913-01-01,9,9,7,CHAMPAIGN,108.0,10434_20250930,813.0,7590.0,0.0,0.0,DIF,1934-01-01,9962.0,16.0,1435.0,0.0,0,STATE BANK OF GRAYMONT,GRAYMONT BCORP INC,3,5,0,0,FDIC,2025-09-30,1718209.0,2,IL,0,1,61743
77782,NM,1.0,10437,OLMSTED,68273,2022-08-31,1921-11-07,9,9,8,MOUNT VERNON,76.0,10437_20250930,56.0,2142.0,0.0,0.0,DIF,1934-01-01,2744.0,0.0,470.0,0.0,0,FIRST STATE BANK OF OLMSTED,FSBO HOLDINGS INC,3,3,0,0,FDIC,2025-09-30,2705091.0,8,IL,0,0,62970
247326,NM,1.0,10438,RARITAN,218232,2022-08-31,1920-01-01,9,9,7,PRINCETON,135.0,10438_20250930,286.0,7904.0,0.0,0.0,DIF,1934-01-01,9508.0,0.0,1183.0,0.0,0,RARITAN STATE BANK,RARITAN STATE BCORP INC,3,3,0,0,FDIC,2025-09-30,2267982.0,2,IL,0,0,61471
187435,NM,1.0,10446,PAXTON,166258,2022-08-31,1920-06-14,9,9,7,CHAMPAIGN,615.0,10446_20250930,0.0,4167.0,0.0,14.0,DIF,1934-01-01,7191.0,3.0,2392.0,0.0,0,"FREDERICK COMMUNITY BANK, THE",AGRICULTURAL BANKING CORP,3,4,0,0,FDIC,2025-09-30,1247624.0,2,IL,1,0,60957
128573,NM,1.0,10458,MOUNT STERLING,116551,2023-12-27,1914-06-01,9,9,8,PRINCETON,151.0,10458_20250930,87.0,4276.0,0.0,0.0,DIF,1934-01-01,5158.0,12.0,632.0,0.0,0,FARMERS STATE BANK & TRUST CO.,MOUNT STERLING BCORP INC,3,2,0,0,FDIC,2025-09-30,2735931.0,4,IL,0,1,62353
219093,NM,0.0,10460,QUINCY,184994,2022-08-31,1910-01-01,9,11,8,SPRINGFIELD IL,479.0,10460_20250930,0.0,9285.0,0.0,0.0,DIF,1934-01-01,10109.0,0.0,345.0,0.0,0,TOWN & COUNTRY BANK MIDWEST,R DEAN PHILLIPS BK TR DATED 11-19-2004,3,5,0,0,FDIC,2025-09-30,5558681.0,4,IL,1,1,62301
45363,NM,1.0,10463,MIDDLETOWN,38068,2022-08-31,1917-06-05,9,9,7,SPRINGFIELD IL,21.0,10463_20250930,55.0,925.0,0.0,0.0,DIF,1934-01-01,1111.0,4.0,106.0,0.0,0,MIDDLETOWN STATE BANK,LONGVIEW CAPITAL CORP,3,3,0,0,FDIC,2025-09-30,1204618.0,8,IL,0,0,62666
128364,NM,1.0,10464,ONARGA,107753,2022-08-31,1918-01-01,9,9,7,CHAMPAIGN,368.0,10464_20250930,0.0,2224.0,0.0,0.0,DIF,1934-01-01,3062.0,4.0,466.0,0.0,0,FEDERATED BANK,LONGVIEW CAPITAL CORP,3,5,0,0,FDIC,2025-09-30,1204618.0,2,IL,0,1,60955
193314,NM,1.0,10467,GIFFORD,166232,2022-08-31,1885-01-01,9,9,7,CHAMPAIGN,768.0,10467_20250930,0.0,6416.0,0.0,64.0,DIF,1934-01-01,7640.0,11.0,381.0,0.0,0,THE GIFFORD STATE BANK,GIFFORD BCORP EMPLOYEE STK OWNERSHIP PLAN,3,4,0,0,FDIC,2025-09-30,1916920.0,2,IL,1,1,61847
51980,NM,1.0,10469,HUTSONVILLE,42210,2021-08-29,1920-12-20,9,9,8,MOUNT VERNON,133.0,10469_20250930,14.0,1681.0,0.0,0.0,DIF,1934-01-01,1934.0,0.0,106.0,0.0,0,FARMERS & MERCHANTS BANK OF HUTSONVILLE,HUTSONVILLE BANC CORP,3,1,0,0,FDIC,2025-09-30,1096390.0,8,IL,1,0,62433
58549,SM,1.0,10471,CAMP GROVE,43075,2021-08-29,1902-01-01,9,9,7,PRINCETON,61.0,10471_20250930,0.0,711.0,0.0,0.0,DIF,1934-01-01,2565.0,0.0,1793.0,0.0,0,CAMP GROVE STATE BANK,KATZ BCORP LLC,3,1,0,0,FED,2025-09-30,5454279.0,2,IL,0,0,61424
214158,NM,1.0,10473,LEWISTOWN,176545,2025-08-05,1902-09-11,9,9,7,SPRINGFIELD IL,170.0,10473_20250930,0.0,6555.0,0.0,0.0,DIF,1934-01-01,7680.0,12.0,943.0,0.0,0,IPAVA STATE BANK,ISB BANCSHARES INC,3,7,0,0,FDIC,2025-09-30,2067771.0,2,IL,1,1,61542
447664,NM,1.0,10474,LENA,400274,2023-01-20,1880-01-01,9,9,7,PRINCETON,28.0,10474_20250930,531.0,13574.0,0.0,170.0,DIF,1934-01-01,16691.0,88.0,2300.0,0.0,0,CITIZENS STATE BANK,FIRST LENA CORP,3,5,0,0,FDIC,2025-09-30,1208148.0,2,IL,1,1,61048
626039,NM,1.0,1047,LITCHFIELD,522351,2024-05-24,1902-09-01,9,9,8,SPRINGFIELD IL,474.0,1047_20250930,428.0,18756.0,0.0,35.0,DIF,1934-01-01,23469.0,77.0,3699.0,0.0,0,BANK & TRUST COMPANY,LBT BANCSHARES INC,3,11,0,0,FDIC,2025-09-30,1099195.0,4,IL,0,1,62056
120977,NM,1.0,10492,IOWA CITY,100027,2024-06-30,1901-09-25,11,11,7,CEDAR RAPIDS,12.0,10492_20250930,52.0,3288.0,0.0,0.0,DIF,1934-01-01,4195.0,19.0,824.0,0.0,0,FARMERS AND MERCHANTS SAVINGS BANK,COUNTRY BCORP,4,4,0,0,FDIC,2025-09-30,1203910.0,4,IA,0,1,52246
181263,NM,1.0,10494,MOUNT VERNON,151559,2024-06-30,1884-01-01,11,11,7,CEDAR RAPIDS,26.0,10494_20250930,177.0,5660.0,0.0,0.0,DIF,1934-01-01,6624.0,118.0,643.0,0.0,0,MOUNT VERNON BANK AND TRUST COMPANY,MOUNT VERNON BCORP,4,1,0,0,FDIC,2025-09-30,1140912.0,8,IA,0,1,52314
200438,NM,1.0,10497,SAC CITY,175633,2024-06-30,1926-03-29,11,11,7,SIOUX CITY,217.0,10497_20250930,0.0,7361.0,0.0,0.0,DIF,1934-01-01,8066.0,14.0,474.0,0.0,0,IOWA STATE BANK,SAC CITY LTD,4,3,0,0,FDIC,2025-09-30,1203488.0,2,IA,1,1,50583
277537,N,1.0,1049,STEELEVILLE,232483,2022-08-31,1902-11-01,9,9,8,MOUNT VERNON,2.0,1049_20250930,412.0,5308.0,0.0,5.0,DIF,1934-01-01,9502.0,9.0,3766.0,0.0,0,FIRST NATIONAL BANK OF STEELEVILLE,STEELEVILLE BANCSHARES INC,3,3,0,0,OCC,2025-09-30,1099627.0,8,IL,1,0,62288
133367,NM,1.0,10500,WEVER,106842,2024-06-30,1908-10-09,11,11,7,CEDAR RAPIDS,174.0,10500_20250930,0.0,4033.0,0.0,0.0,DIF,1934-01-01,4660.0,29.0,424.0,0.0,0,FARMERS SAVINGS BANK,FSB BCORP,4,3,0,0,FDIC,2025-09-30,1889846.0,2,IA,1,1,52658
84124,SM,1.0,10503,NESS CITY,74442,2022-08-31,1916-01-01,11,11,10,HAYS,0.0,10503_20250930,142.0,1839.0,0.0,15.0,DIF,1934-01-01,2675.0,0.0,679.0,0.0,0,THE FIRST STATE BANK,BEUTLER INC,4,1,0,0,FED,2025-09-30,1059591.0,2,KS,1,0,67560
183366,NM,1.0,10505,OTTAWA,163240,2022-08-31,1917-11-20,11,11,10,KANSAS CITY,108.0,10505_20250930,333.0,3754.0,0.0,117.0,DIF,1934-01-01,6472.0,65.0,2095.0,0.0,0,THE KANSAS STATE BANK,Unknown,4,3,0,0,FDIC,2025-09-30,0.0,8,KS,1,1,66067
225225,NM,1.0,10520,MOREHEAD,176662,2022-08-31,1928-09-28,9,9,4,LEXINGTON,753.0,10520_20250930,72.0,6864.0,0.0,0.0,DIF,1934-01-01,8625.0,28.0,908.0,0.0,0,THE CITIZENS BANK,CITIZENS BCORP MOREHEAD INC,3,5,0,0,FDIC,2025-09-30,1071865.0,8,KY,1,0,40351
365649,NM,1.0,10523,CROWLEY,323955,2022-08-31,1926-01-01,13,13,6,BATON ROUGE,627.0,10523_20250930,131.0,4746.0,0.0,0.0,DIF,1934-01-01,7900.0,0.0,2396.0,0.0,0,BANK OF COMMERCE & TRUST CO.,Unknown,5,5,0,0,FDIC,2025-09-30,0.0,2,LA,0,1,70526
183619,NM,1.0,10528,NATCHITOCHES,162932,2022-08-31,1892-09-28,13,13,11,SHREVEPORT,652.0,10528_20250930,0.0,4894.0,0.0,0.0,DIF,1934-01-01,6942.0,33.0,1363.0,0.0,0,"EXCHANGE BANK AND TRUST COMPANY, NATCHITOCHES, LOUISIANA",EXCHANGE BANCSHARES INC,5,4,0,0,FDIC,2025-09-30,1106525.0,5,LA,1,0,71457
270718,NM,1.0,10531,WINNSBORO,236684,2022-08-31,1918-01-01,13,13,11,SHREVEPORT,683.0,10531_20250930,0.0,13162.0,0.0,0.0,DIF,1934-01-01,14210.0,0.0,365.0,0.0,0,CITIZENS PROGRESSIVE BANK,CALDWELL HOLDING CO,5,6,0,0,FDIC,2025-09-30,1108985.0,2,LA,1,0,71295
322360,NM,1.0,10532,JONESVILLE,286044,2022-08-31,1907-10-05,13,13,11,SHREVEPORT,748.0,10532_20250930,0.0,12295.0,0.0,0.0,DIF,1934-01-01,14183.0,73.0,1067.0,0.0,0,CLB THE COMMUNITY BANK,CATAHOULA HOLDING CO,5,7,0,0,FDIC,2025-09-30,1109722.0,4,LA,1,0,71343
381327,NM,1.0,10533,WINNSBORO,332275,2022-08-31,1902-09-02,13,13,11,SHREVEPORT,1052.0,10533_20250930,63.0,15552.0,0.0,0.0,DIF,1934-01-01,17667.0,51.0,949.0,0.0,0,WINNSBORO STATE BANK & TRUST COMPANY,WINNSBORO BANCSHARES INC,5,5,0,0,FDIC,2025-09-30,1107081.0,2,LA,1,0,71295
235865,NM,1.0,10561,HARTLAND,200832,2024-06-30,1912-02-19,11,11,9,MINNEAPOLIS,19.0,10561_20250930,130.0,8437.0,0.0,0.0,DIF,1934-01-01,9710.0,42.0,1082.0,0.0,0,ARCADIAN BANK,MINNESOTA CMTY BANCSHARES INC,3,3,0,0,FDIC,2025-09-30,4523440.0,2,MN,1,0,56042
49764,NM,1.0,10567,NEW LONDON,45599,2022-08-31,1890-05-05,11,11,9,MANKATO,207.0,10567_20250930,0.0,1618.0,0.0,0.0,DIF,1934-01-01,1974.0,0.0,149.0,0.0,0,UNITED MINNESOTA BANK,CARLSON BANKSHARES INC,3,1,0,0,FDIC,2025-09-30,1128451.0,8,MN,0,0,56273
43675,NM,1.0,10571,ALPHA,37561,2022-08-31,1911-08-01,11,11,9,MANKATO,196.0,10571_20250930,135.0,1408.0,0.0,0.0,DIF,1934-01-01,1842.0,0.0,103.0,0.0,0,FARMERS AND MERCHANTS STATE BANK OF ALPHA,Unknown,3,1,0,0,FDIC,2025-09-30,0.0,2,MN,0,0,56111
149766,NM,1.0,10576,HARMONY,110666,2024-06-30,1893-03-15,11,11,9,MINNEAPOLIS,13.0,10576_20250930,0.0,5618.0,0.0,0.0,DIF,1934-01-01,5982.0,80.0,271.0,0.0,0,FIRST SOUTHEAST BANK,FIRST SOUTHEASTERN BANC GROUP,3,3,0,0,FDIC,2025-09-30,1137510.0,2,MN,1,0,55939
2982595,SM,1.0,1058,LEMAY,2487454,2022-08-31,1906-03-01,11,11,8,ST. LOUIS,2435.0,1058_20250930,0.0,105814.0,0.0,0.0,DIF,1934-01-01,117415.0,709.0,8457.0,0.0,0,MIDWEST BANKCENTRE,STUPP BROS INC,4,18,0,0,FED,2025-09-30,1094556.0,4,MO,0,1,63125
252140,NM,1.0,10594,MEADVILLE,211139,2022-08-31,1912-01-12,13,13,6,JACKSON MS,194.0,10594_20250930,0.0,9912.0,0.0,0.0,DIF,1934-01-01,11693.0,0.0,1587.0,0.0,0,BANK OF FRANKLIN,FRANKLIN BANCSHARES INC,5,5,0,0,FDIC,2025-09-30,3674215.0,4,MS,0,1,39653
249010,NM,1.0,10595,BUTLER,223739,2022-08-31,1932-01-01,11,11,10,KANSAS CITY,418.0,10595_20250930,49.0,10596.0,0.0,0.0,DIF,1934-01-01,11498.0,10.0,425.0,0.0,0,COMMUNITY FIRST BANK,COMMUNITY FIRST BANCSHARES INC,4,4,0,0,FDIC,2025-09-30,2587411.0,2,MO,1,0,64730
209807,NM,1.0,10597,ORRICK,180540,2024-10-04,1902-07-02,11,11,10,KANSAS CITY,764.0,10597_20250930,0.0,155292.0,0.0,0.0,DIF,1934-01-01,156579.0,0.0,523.0,0.0,0,TBO BANK,NORTHEAST KS BANCSHARES INC,4,1,0,0,FDIC,2025-09-30,2562650.0,6,MO,0,0,64077
192461,SM,1.0,105,CAVE CITY,169756,2022-08-31,1906-07-01,13,13,8,LITTLE ROCK,11.0,105_20250930,265.0,7317.0,0.0,0.0,DIF,1934-01-01,8363.0,62.0,708.0,0.0,0,BANK OF CAVE CITY,SHARP BANCSHARES INC,5,5,0,0,FED,2025-09-30,1099663.0,2,AR,1,1,72521
505773,NM,1.0,10608,MINERAL POINT,457294,2022-08-31,1901-01-01,11,11,8,ST. LOUIS,468.0,10608_20250930,112.0,21426.0,0.0,0.0,DIF,1934-01-01,23355.0,15.0,1334.0,0.0,0,UNICO BANK,WASHCO BANCSHARES INC,4,15,0,0,FDIC,2025-09-30,1119525.0,4,MO,1,0,63660
1207795,NM,1.0,1060,MARSHALL,1059796,2024-06-30,1874-02-12,11,11,10,COLUMBIA MO,1928.0,1060_20250930,291.0,48149.0,0.0,0.0,DIF,1934-01-01,52504.0,206.0,1930.0,0.0,0,WOOD & HUSTON BANK,WOOD&HUSTON BCORP INC,4,12,0,0,FDIC,2025-09-30,1058558.0,4,MO,1,1,65340
1476143,NM,1.0,10618,BETHANY,1086418,2022-10-07,1919-09-19,11,11,10,KANSAS CITY,366.0,10618_20250930,42.0,61466.0,0.0,128.0,DIF,1934-01-01,66282.0,841.0,3439.0,0.0,0,BTC BANK,BETHANY BANKSHARES INC,4,24,0,0,FDIC,2025-09-30,1905009.0,2,MO,0,1,64424
1920954,NM,1.0,10619,JEFFERSON CITY,1547747,2024-06-30,1911-01-01,11,11,8,COLUMBIA MO,791.0,10619_20250930,3.0,65394.0,0.0,0.0,DIF,1934-01-01,72293.0,316.0,5789.0,0.0,0,HAWTHORN BANK,HAWTHORN BANCSHARES INC,4,19,0,0,FDIC,2025-09-30,2038409.0,4,MO,0,1,65101
139136,NM,1.0,10623,CONCORDIA,127363,2022-08-31,1884-07-28,11,11,10,KANSAS CITY,291.0,10623_20250930,0.0,3983.0,0.0,0.0,DIF,1934-01-01,5165.0,4.0,887.0,0.0,0,STATE BANK OF MISSOURI,C S BANCSHARES INC,4,4,0,0,FDIC,2025-09-30,1138786.0,8,MO,0,0,64020
31866,NM,1.0,10626,NEW CAMBRIA,27845,2024-06-30,1933-03-18,11,11,8,COLUMBIA MO,242.0,10626_20250930,5.0,559.0,0.0,0.0,DIF,1934-01-01,1014.0,2.0,206.0,0.0,0,BANK OF NEW CAMBRIA,Unknown,4,2,0,0,FDIC,2025-09-30,0.0,2,MO,0,0,63558
131010,NM,1.0,10628,ROTHVILLE,121894,2024-06-30,1904-01-08,11,11,10,COLUMBIA MO,499.0,10628_20250930,0.0,2739.0,0.0,0.0,DIF,1934-01-01,4272.0,21.0,1013.0,0.0,0,PREFERRED BANK,BOR BCORP,4,5,0,0,FDIC,2025-09-30,3468209.0,2,MO,1,0,64676
8566872,NM,0.0,10634,LINCOLN,7539673,2024-06-30,1880-01-01,11,11,10,OMAHA,5816.0,10634_20250930,161.0,276799.0,0.0,0.0,DIF,1934-01-01,299345.0,486.0,16083.0,0.0,0,PINNACLE BANK,PINNACLE BCORP INC,4,72,0,0,FDIC,2025-09-30,1053272.0,4,NE,0,1,68508
21970,NM,1.0,10635,STEINAUER,19801,2024-06-30,1888-06-28,11,11,10,OMAHA,241.0,10635_20250930,18.0,577.0,0.0,0.0,DIF,1934-01-01,879.0,0.0,43.0,0.0,0,THE BANK OF STEINAUER,STEINAUER BCORP,4,1,0,0,FDIC,2025-09-30,2847665.0,2,NE,0,1,68441
141809,NM,1.0,10637,CAMBRIDGE,118316,2024-06-30,1907-06-15,11,11,10,GRAND ISLAND,64.0,10637_20250930,283.0,5806.0,0.0,0.0,DIF,1934-01-01,6458.0,17.0,288.0,0.0,0,FIRST CENTRAL BANK,CENTRAL BANCSHARES INC,4,3,0,0,FDIC,2025-09-30,1050495.0,2,NE,0,0,69022
333949,NM,1.0,10639,GOTHENBURG,278244,2024-06-30,1902-05-01,11,11,10,GRAND ISLAND,44.0,10639_20250930,0.0,12990.0,0.0,0.0,DIF,1934-01-01,14089.0,54.0,1001.0,0.0,0,FLATWATER BANK,WILLIAMS FINANCIAL CORP,4,3,0,0,FDIC,2025-09-30,1053311.0,2,NE,1,1,69138
537650,NM,1.0,10641,EAGLE,476945,2025-05-23,1884-09-01,11,11,10,OMAHA,0.0,10641_20250930,1280.0,21821.0,0.0,315.0,DIF,1934-01-01,23975.0,37.0,522.0,0.0,0,RIVERSTONE BANK,TRI VALLEY BANCSHARES INC,4,9,0,0,FDIC,2025-09-30,3952940.0,4,NE,1,0,68347
841205,NM,1.0,10643,OMAHA,706161,2024-06-30,1915-02-05,11,11,10,OMAHA,6.0,10643_20250930,13.0,36243.0,0.0,0.0,DIF,1934-01-01,38432.0,120.0,2050.0,0.0,0,DUNDEE BANK,DUNDEE BANCO INC,4,4,0,0,FDIC,2025-09-30,2332620.0,4,NE,1,0,68132
68152,SM,1.0,10647,ELMWOOD,53345,2024-06-30,1889-07-13,11,11,10,OMAHA,0.0,10647_20250930,78.0,2284.0,0.0,0.0,DIF,1934-01-01,2947.0,13.0,572.0,0.0,0,AMERICAN EXCHANGE BANK,AMERICAN EXCHANGE CO,4,2,0,0,FED,2025-09-30,1061950.0,2,NE,1,0,68349
586705,SM,1.0,10663,ANDOVER,548925,2022-08-31,1884-11-01,9,9,4,COLUMBUS,444.0,10663_20250930,0.0,10038.0,0.0,0.0,DIF,1934-01-01,16504.0,0.0,6022.0,0.0,0,THE ANDOVER BANK,ANDOVER BCORP INC,3,10,0,0,FED,2025-09-30,1071913.0,5,OH,0,0,44003
1853339,SM,1.0,10667,BIXBY,1574084,2022-08-31,1924-01-26,13,13,10,OKLAHOMA CITY,1022.0,10667_20250930,26.0,66528.0,0.0,0.0,DIF,1934-01-01,77446.0,304.0,9566.0,0.0,0,MABREY BANK,MABREY BCORP INC,5,16,0,0,FED,2025-09-30,2052777.0,4,OK,0,1,74008
154271,NM,1.0,10672,SKIATOOK,139065,2022-08-31,1930-06-01,13,13,10,OKLAHOMA CITY,361.0,10672_20250930,90.0,2908.0,0.0,90.0,DIF,1934-01-01,5478.0,16.0,2013.0,0.0,0,THE EXCHANGE BANK,SKIATOOK BANCSHARES INC,5,3,0,0,FDIC,2025-09-30,1133129.0,7,OK,0,0,74070
165888,NM,1.0,10674,HYDRO,142996,2022-08-31,1903-10-01,13,13,10,OKLAHOMA CITY,0.0,10674_20250930,607.0,8880.0,0.0,0.0,DIF,1934-01-01,9582.0,11.0,84.0,0.0,0,BANK OF HYDRO,HYDRO BANCSHARES INC,5,4,0,0,FDIC,2025-09-30,1057168.0,4,OK,1,0,73048
979414,NM,1.0,10677,JONESTOWN,826404,2022-08-31,1873-01-01,2,2,3,HARRISBURG,2957.0,10677_20250930,0.0,34262.0,0.0,0.0,DIF,1934-01-01,38827.0,180.0,1428.0,0.0,0,"JONESTOWN BANK AND TRUST COMPANY, OF JONESTOWN, PENNSYLVANIA",JBT BCORP INC,1,14,0,0,FDIC,2025-09-30,5557983.0,4,PA,0,1,17038
1243826,NM,1.0,10685,MIFFLINBURG,1105997,2025-08-01,1872-01-01,2,2,3,HARRISBURG,553.0,10685_20250930,55.0,25372.0,0.0,0.0,DIF,1934-01-01,29412.0,115.0,3317.0,0.0,0,CENTRAL PENN BANK & TRUST,STEELE BCORP INC,1,15,0,0,FDIC,2025-09-30,1137042.0,4,PA,0,1,17844
1322457,SM,1.0,1068,DES PERES,1106522,2022-08-31,1906-01-01,11,11,8,ST. LOUIS,10225.0,1068_20250930,0.0,40909.0,0.0,3074.0,DIF,1934-01-01,56131.0,53.0,1870.0,0.0,0,CASS COMMERCIAL BANK,CASS INFORMATION SYSTEMS INC,4,3,0,0,FED,2025-09-30,1098648.0,4,MO,0,1,63131
37800,SM,1.0,10704,ABILENE,29165,2024-08-08,1903-06-03,13,13,11,DALLAS,793.0,10704_20250930,0.0,504.0,0.0,0.0,DIF,1934-01-01,1371.0,16.0,58.0,0.0,0,AVANA BANK,ABILENE HOLDCO INC,5,3,0,0,FED,2025-09-30,5530605.0,7,TX,0,0,79602
370921,NM,1.0,10709,YOAKUM,339051,2022-08-31,1931-01-01,13,13,11,AUSTIN,289.0,10709_20250930,0.0,11549.0,0.0,0.0,DIF,1934-01-01,14183.0,297.0,2048.0,0.0,0,CROSSROADS BANK,FIRST ST BANCSHARES YOAKUM INC,5,4,0,0,FDIC,2025-09-30,1107812.0,8,TX,1,1,77995
385546,NM,1.0,10719,HALLETTSVILLE,351335,2022-08-31,1929-01-18,13,13,11,AUSTIN,2774.0,10719_20250930,0.0,5748.0,0.0,0.0,DIF,1934-01-01,11840.0,82.0,3236.0,0.0,0,PEOPLES STATE BANK OF HALLETTSVILLE,BOZKA INVESTMENTS LTD,5,1,0,0,FDIC,2025-09-30,3584293.0,2,TX,0,0,77964
937884,SM,1.0,1073,ST. LOUIS,700606,2022-08-31,1923-01-01,11,11,8,ST. LOUIS,1239.0,1073_20250930,0.0,30010.0,0.0,0.0,DIF,1934-01-01,37283.0,125.0,5909.0,0.0,0,LINDELL BANK & TRUST COMPANY,FIRST ILLINOIS BCORP INC,4,15,0,0,FED,2025-09-30,1095889.0,4,MO,1,1,63139
83891,NM,1.0,10741,INDEPENDENCE,72638,2022-08-31,1897-01-01,9,9,9,EAU CLAIRE,224.0,10741_20250930,0.0,3011.0,0.0,0.0,DIF,1934-01-01,3560.0,8.0,317.0,0.0,0,INDEPENDENCE STATE BANK,NORTHERN FINANCIAL CORP,3,3,0,0,FDIC,2025-09-30,1121724.0,2,WI,0,0,54747
169824,SM,1.0,10788,OGLESBY,125691,2022-08-31,1914-02-14,9,9,7,PRINCETON,250.0,10788_20250930,0.0,4476.0,0.0,0.0,DIF,1934-01-01,5546.0,95.0,725.0,0.0,0,ILLINI STATE BANK,ISB BCORP INC,3,3,0,0,FED,2025-09-30,4361361.0,2,IL,1,0,61348
296576,NM,1.0,10791,WINSLOW,198482,2022-08-31,1915-10-15,9,9,7,PRINCETON,712.0,10791_20250930,0.0,8701.0,0.0,0.0,DIF,1934-01-01,10743.0,154.0,1176.0,0.0,0,COMMUNITY BANK,STATELINE CMTY BANCSHARES INC,3,4,0,0,FDIC,2025-09-30,1975468.0,2,IL,1,0,61089
158543,NM,1.0,10799,CAMPBELL HILL,136315,2022-08-31,1921-01-01,9,9,8,MOUNT VERNON,297.0,10799_20250930,120.0,4947.0,0.0,0.0,DIF,1934-01-01,5930.0,10.0,556.0,0.0,0,FIRST STATE BANK OF CAMPBELL HILL,CAMPBELL HILL BANCSHARES INC,3,3,0,0,FDIC,2025-09-30,1427387.0,8,IL,0,0,62916
50459,NM,1.0,107,CLARENDON,46413,2022-08-31,1890-01-01,13,13,8,LITTLE ROCK,10.0,107_20250930,72.0,976.0,0.0,0.0,DIF,1934-01-01,1651.0,0.0,593.0,0.0,0,THE MERCHANTS & PLANTERS BANK,CLARENDON HOLDING CO,5,1,0,0,FDIC,2025-09-30,1099252.0,2,AR,0,0,72029
31554,NM,1.0,10803,DEWEY,27707,2022-08-31,1902-01-01,9,9,7,CHAMPAIGN,72.0,10803_20250930,0.0,1057.0,0.0,0.0,DIF,1934-01-01,1253.0,0.0,124.0,0.0,0,DEWEY BANK,ARTHUR R MURRAY INC,3,1,0,0,FDIC,2025-09-30,1201390.0,2,IL,1,0,61840
134369,SM,1.0,10804,DU QUOIN,123100,2022-08-31,1915-04-17,9,9,8,MOUNT VERNON,71.0,10804_20250930,406.0,2545.0,0.0,0.0,DIF,1934-01-01,4875.0,25.0,1828.0,0.0,0,DU QUOIN STATE BANK,PERRY COUNTY BCORP INC,3,5,0,0,FED,2025-09-30,1099748.0,7,IL,1,0,62832
43718,NM,1.0,10809,VAN ORIN,39244,2022-08-31,1919-12-26,9,9,7,PRINCETON,371.0,10809_20250930,0.0,584.0,0.0,0.0,DIF,1934-01-01,1209.0,5.0,249.0,0.0,0,FIRST STATE BANK OF VAN ORIN,VAN ORIN BCORP INC,3,2,0,0,FDIC,2025-09-30,2795140.0,2,IL,1,0,61374
17477,NM,1.0,10816,GRAND CHAIN,15548,2022-08-31,1902-01-01,9,9,8,MOUNT VERNON,95.0,10816_20250930,0.0,573.0,0.0,0.0,DIF,1934-01-01,698.0,2.0,28.0,0.0,0,GRAND RIVERS COMMUNITY BANK,MAIN STREET BANCSHARES INC,3,2,0,0,FDIC,2025-09-30,4625595.0,4,IL,0,0,62941
62018,NM,1.0,10820,INDUSTRY,53641,2022-08-31,1901-03-25,9,9,7,SPRINGFIELD IL,344.0,10820_20250930,0.0,1779.0,0.0,0.0,DIF,1934-01-01,2425.0,0.0,302.0,0.0,0,STATE BANK OF INDUSTRY,Unknown,3,1,0,0,FDIC,2025-09-30,0.0,2,IL,1,0,61440
103486,NM,1.0,10821,LOUISVILLE,91021,2022-08-31,1905-09-13,9,9,8,MOUNT VERNON,415.0,10821_20250930,33.0,2252.0,0.0,0.0,DIF,1934-01-01,3490.0,8.0,782.0,0.0,0,CLAY COUNTY STATE BANK,CLAY CNTY STATE BANCSHARES INC,3,1,0,0,FDIC,2025-09-30,3390159.0,2,IL,1,1,62858
463899,NM,1.0,10829,VIRGINIA,404767,2024-10-11,1870-01-01,9,9,7,SPRINGFIELD IL,1026.0,10829_20250930,0.0,15355.0,0.0,0.0,DIF,1934-01-01,18664.0,78.0,2205.0,0.0,0,"PETEFISH, SKILES & CO.",PETEFISH SKILES BANCSHARES INC,3,7,0,0,FDIC,2025-09-30,2728652.0,2,IL,1,1,62691
315968,SM,1.0,10831,WATSEKA,265759,2022-08-31,1909-06-28,9,9,7,CHAMPAIGN,607.0,10831_20250930,0.0,6916.0,0.0,13.0,DIF,1934-01-01,11194.0,16.0,3642.0,0.0,0,"THE FIRST TRUST AND SAVINGS BANK OF WATSEKA, ILLINOIS",FIRST TRUST HOLDINGS INC THE,3,2,0,0,FED,2025-09-30,2251776.0,2,IL,0,1,60970
25694,NM,1.0,10840,CAMPUS,22516,2022-08-31,1899-01-01,9,9,7,CHAMPAIGN,142.0,10840_20250930,36.0,716.0,0.0,0.0,DIF,1934-01-01,1030.0,0.0,136.0,0.0,0,CAMPUS STATE BANK,Unknown,3,1,0,0,FDIC,2025-09-30,0.0,2,IL,0,0,60920
